Ship By,WO #,Combo #,Customer,Part,Description,Operation Sequence,Formula (Text),Operation Name,Manufacturing Work Center,Manufacturing Cost Template,Remaining Quantity,Completed Quantity,WO Quantity,Qty Completed,Status,1 to 1 Initiating Order,Machine,Hours Remaining
6/11/2026,12110518154WO,,Tennant North America,4211380-1695,"LABEL, WARNING Legacy p/n: 1261613 Rev00",3,Lamination,OVERLAY-,Lamination,400-Lamination,336,,336,0,In Process,Sales Order #13656821DM,,.1
6/3/2026,12110518176WO,,Genie Industries,233131GT-1001,"DECAL,  PLATFORM CONTROL PANEL (OS ITEM)",5,Lamination,Apply another material in scored area,Lamination,400-Lamination,280,,280,0,In Process,,,3.8
6/1/2026,12110518177WO,,Genie Industries,EXP SA 7952,Creating Inventory Item EXP  SA79522748,2,Lamination,Laminate Roll to Roll,Lamination,298-lamr2r,59,,59,0,Released,Work Order #12110518176WO,,1.1
6/10/2026,12110518619WO,,Wagner Spray Tech Corporation,2442525-1472,"LABEL, ELEC COVER, SUB PANEL, NG410 RevA",3,Lamination,Lamination,Lamination,400-Lamination,2420,,2420,0,In Process,Sales Order #13657030DM,,.7
5/22/2026,12110518846WO,,Etron Vietnam Technologies Company Limited,1283812GT-1001,1283812GT-1002 DECAL Smart Link Rev B TRX1283812 SAP#: 1000247144,6,Lamination,APPLYFRONT-,Lamination,400-Lamination,263,,263,0,In Process,Sales Order #13653061DM,,.5
5/27/2026,12110518891WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50065309-1023,"DECAL, BUSH HOG 2.28x15",4,Lamination,Laminating,Lamination,400-Lamination,1576,,1576,400,In Process,Sales Order #13657123DM,,2.1
6/15/2026,12110519076WO,,Wagner Spray Tech Corporation,2426213-1722,"LABEL, WARNING, NG410/440/540",3,Lamination,OVERLAY-,Lamination,400-Lamination,8500,,8500,0,Released,Sales Order #13656482DM,,2.1
6/17/2026,12110519164WO,,Zero-Max,200-408RevC-1727,"NO-LUBE DECAL; .75"" X 2"" X .0625""R",3,Lamination,Laminating,Lamination,400-Lamination,4832,,4832,0,Released,Sales Order #13657088DM,,.6
6/10/2026,12110519189WO,,Kwik Trip,KT ATB2607 shelf talkers-1600,"4x4,0.010wrv,4/0,tfrtpe,diecut_w/crsrule,pkinkits",3,Lamination,TAPING-,Lamination,400-Lamination,4376,,4376,0,In Process,,,9.4
6/10/2026,12110519312WO,,"JLG Industries, Inc. : JLG Warehouse 925",1706306-REV1-1334,"DECAL,TIPOVER WARNING RevA",3,Lamination,Laminating,Lamination,400-Lamination,105,,105,0,Released,Sales Order #13657157DM,,.3
6/16/2026,12110519328WO,,"JLG Industries, Inc. : JLG Warehouse 222",1702387-1334,"DECAL, PLATFORM DISPLAY (DUAL CAPACITY)",3,Lamination,OVERLAY-,Lamination,400-Lamination,1050,,1050,0,In Process,Sales Order #13657198DM,,.4
6/18/2026,12110519458WO,,Axon Enterprise Inc.,MLB0450-1502,"WEEE LOGO, SUPPLEMENTARY - Decal Sheets of 46",3,Lamination,Laminating,Lamination,400-Lamination,3961,,3961,0,Released,Sales Order #13657129DM,,.1
6/4/2026,12110519478WO,,Genie Industries : Terex Global GmbH - Rancho Cucamonga,82308GT-1001,Clear panel protector with adhesive strips,2,Lamination,TAPING-,Lamination,400-Lamination,28,,28,0,In Process,Sales Order #13656662DM,,2.2
6/16/2026,12110519519WO,,Kwik Trip,KT 2-way GRIZZ 11x8.5 window decals-1600,"11x8.5,remoclrvnyl,4/4,diff,barrflm,icut,pkginkit",2,Lamination,BARRIER-,Lamination,129-barrier,1656,,1656,0,In Process,,,.2
6/9/2026,12110519589WO,,Genie Industries,62054GT-REV1-1001,DECAL COSMETIC GENIE GS-1930,3,Lamination,Pre-Mask Roll to Roll,Lamination,298-lamr2r,1000,,1000,0,Released,,,12.9
6/9/2026,12110519590WO,,Genie Industries,82308GT-1001,Clear panel protector with adhesive strips,2,Lamination,TAPING-,Lamination,400-Lamination,250,,250,0,In Process,,,9.4
6/19/2026,12110519775WO,,LAARS Heating Systems Company DBA Electro Industries,UAI456A-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - TOP,3,Lamination,OVERLAY-,Lamination,400-Lamination,1080,,1080,0,Released,Sales Order #13657104DM,,.2
6/19/2026,12110519776WO,,LAARS Heating Systems Company DBA Electro Industries,UAI465-1473,KGC-1 Two Wire Start Converter decal sheet,3,Lamination,OVERLAY-,Lamination,400-Lamination,624,,624,0,Released,Sales Order #13657104DM,,.1
6/19/2026,12110519777WO,,LAARS Heating Systems Company DBA Electro Industries,UAI471-1473,BOX LABEL - TC-KTSE-1 - PSP,3,Lamination,OVERLAY-,Lamination,400-Lamination,1092,,1092,0,Released,Sales Order #13657104DM,,.2
6/19/2026,12110519778WO,,LAARS Heating Systems Company DBA Electro Industries,UAI468-1473,KTWS-1 Two Wire Start Converter decal sheet,3,Lamination,OVERLAY-,Lamination,400-Lamination,162,,162,0,Released,Sales Order #13657104DM,,.1
6/19/2026,12110519779WO,,LAARS Heating Systems Company DBA Electro Industries,UAI457-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - SIDE,3,Lamination,OVERLAY-,Lamination,400-Lamination,1170,,1170,0,In Process,Sales Order #13657104DM,,.1
6/19/2026,12110519780WO,,LAARS Heating Systems Company DBA Electro Industries,UAI466-1473,KFC-1 Transfer Switch Converter decal sheet,3,Lamination,OVERLAY-,Lamination,400-Lamination,648,,648,0,Released,Sales Order #13657104DM,,.1
6/19/2026,12110519782WO,,LAARS Heating Systems Company DBA Electro Industries,UAI442RevB-1473,Maximum Rating Per Contactor 100A@300VAC,3,Lamination,OVERLAY-,Lamination,400-Lamination,288,,288,0,Released,Sales Order #13657104DM,,.2
6/8/2026,12110519807WO,,Tennant North America,4205366-1695,"LABEL, DOCK, INPUT [36V 1200W NA] 4205366 Rev00 LEGACY p/n: 1274910 Rev00",3,Lamination,OVERLAY-,Lamination,400-Lamination,70,,70,0,In Process,Sales Order #13657242DM,,.1
3/17/2026,12110519826WO,,Shellback Semiconductor Technology,SB200-1036-1681,"LABEL SHEET - TORRENT, SINGLE SST",3,Lamination,OVERLAY-,Lamination,400-Lamination,6,,6,0,Released,Sales Order #13651349DM,,.1
6/17/2026,12110519889WO,,"Metalcraft of Mayville, WI, Inc.",487175-02-1610,"A-DECAL, ROPS SERIAL NO - SPZ Rev01",6,Lamination,Laminating,Lamination,400-Lamination,960,,960,0,Released,Sales Order #13657405DM,,.3
6/11/2026,12110519911WO,,"Endries International, Inc.",95590-1548,"DECAL, INSTRUCTION, TILT HCH",3,Lamination,OVERLAY-,Lamination,400-Lamination,53,,53,0,In Process,Sales Order #13657350DM,,.2
6/11/2026,12110519912WO,,"Endries International, Inc.",81673-1548,"DECAL, SAFETY, HITCH",3,Lamination,Laminating,Lamination,400-Lamination,550,,550,0,In Process,Sales Order #13657350DM,,.2
6/10/2026,12110520024WO,,"JLG Industries, Inc. : JLG Warehouse 222",91573025-1334,JLG CAPACITY CHART MODEL G10-55A,3,Lamination,OVERLAY-,Lamination,400-Lamination,24,,24,0,In Process,Sales Order #13656859DM,,.2
6/26/2026,12110520092WO,,Toro Company,148-1098-1700,"Control Panel [RT/SRT, EFI] Decal RevA",2,Lamination,Overlay,Lamination,400-Lamination,315,,315,0,Released,,,.3
6/12/2026,12110520223WO,,Veeco,312023RevA-1716,"LABEL, PREP UTILITIES PANEL, GEN20",5,Lamination,OVERLAY-,Lamination,400-Lamination,8,,8,0,Released,Sales Order #13657488DM,,.1
7/2/2026,12110520235WO,,Toro Company,9-2778-1700,Flow Label RevE,2,Lamination,Overlay,Lamination,400-Lamination,2240,,2240,0,Released,,,.2
6/13/2026,12110520493WO,,Genie Industries,1261896GT-1001,LOAD CARD - GTH-844 4,3,Lamination,Laminating,Lamination,400-Lamination,336,,336,0,In Process,,,.1
6/23/2026,12110520495WO,,Wagner Spray Tech Corporation,290076-1472,"LABEL, LOGO, TITAN POWRLINER",3,Lamination,OVERLAY-,Lamination,400-Lamination,38,,38,0,Released,Sales Order #13654180DM,,.1
6/24/2026,12110520543WO,,Evoqua Water Technologies LLC -MC-IMA065,W3T574438RevB-1550,"LABEL,REPLACEMENT ELEMENT,HSRO 4118",2,Lamination,Laminating,Lamination,400-Lamination,313,,313,0,In Process,Sales Order #13655831DM,,.2
6/24/2026,12110520545WO,,"Continental Machine, Inc.",1008682 400Sonly-1526,DECAL 400s,3,Lamination,laminating - 8509,Lamination,400-Lamination,71,,71,0,Released,Sales Order #13657294DM,,.3
6/24/2026,12110520545WO,,"Continental Machine, Inc.",1008682 400Sonly-1526,DECAL 400s,5,Lamination,Laminating - premask,Lamination,400-Lamination,71,,71,0,Released,Sales Order #13657294DM,,.3
6/24/2026,12110520547WO,,IPG Photonics Corporation,CMMIXXX0003927PXRev1-1584,"DECAL,SYS 2500",4,Lamination,Laminating,Lamination,400-Lamination,5,,5,0,Released,Sales Order #13657500DM,,.2
6/24/2026,12110520548WO,,IPG Photonics Corporation,CMMIXXX0003925PX-1584,"DECAL, HMI, 630 mm x 185 mm",3,Lamination,Laminating,Lamination,400-Lamination,6,,6,0,Released,Sales Order #13657500DM,,.1
6/24/2026,12110520549WO,,IPG Photonics Corporation,CMUS0021778XXXXU Rev1-1584,"OVERLAY, DECAL, 3000 HMI BUTTONS",3,Lamination,Laminating,Lamination,400-Lamination,4,,4,0,Released,Sales Order #13657500DM,,.1
6/25/2026,12110520580WO,,Genie Industries : Terex Global GmbH - Monterrey,1257760GT-1001,"CARD, LOAD RNG, GTH636 ROT, OS ITEM",3,Lamination,OVERLAY-,Lamination,400-Lamination,120,,120,0,Released,Sales Order #13657536DM,,.3
6/24/2026,12110520770WO,,LAARS Heating Systems Company DBA Electro Industries,UAS727-1473,"DECAL ""GROUND"" WITH TORQUE REQ",3,Lamination,Laminating,Lamination,400-Lamination,113,,113,0,Released,Sales Order #13657640DM,,.1
6/24/2026,12110520771WO,,LAARS Heating Systems Company DBA Electro Industries,UAS401-1473,DECAL LOAD SHED WARNING HAZ VOLTAGE UL 445LSE-O,3,Lamination,OVERLAY-,Lamination,400-Lamination,465,,465,0,Released,Sales Order #13657640DM,,.1
6/24/2026,12110520772WO,,LAARS Heating Systems Company DBA Electro Industries,UAI442RevB-1473,Maximum Rating Per Contactor 100A@300VAC,3,Lamination,OVERLAY-,Lamination,400-Lamination,228,,228,0,Released,Sales Order #13657640DM,,.2
6/24/2026,12110520774WO,,LAARS Heating Systems Company DBA Electro Industries,UAI468-1473,KTWS-1 Two Wire Start Converter decal sheet,3,Lamination,OVERLAY-,Lamination,400-Lamination,243,,243,0,Released,Sales Order #13657640DM,,.1
6/24/2026,12110520775WO,,LAARS Heating Systems Company DBA Electro Industries,UAI465-1473,KGC-1 Two Wire Start Converter decal sheet,3,Lamination,OVERLAY-,Lamination,400-Lamination,780,,780,0,Released,Sales Order #13657640DM,,.1
6/24/2026,12110520777WO,,LAARS Heating Systems Company DBA Electro Industries,UAI471-1473,BOX LABEL - TC-KTSE-1 - PSP,3,Lamination,OVERLAY-,Lamination,400-Lamination,1092,,1092,0,Released,Sales Order #13657640DM,,.2
6/24/2026,12110520778WO,,LAARS Heating Systems Company DBA Electro Industries,UAI457-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - SIDE,3,Lamination,OVERLAY-,Lamination,400-Lamination,998,,998,0,Released,Sales Order #13657640DM,,.1
6/24/2026,12110520779WO,,LAARS Heating Systems Company DBA Electro Industries,UAI466-1473,KFC-1 Transfer Switch Converter decal sheet,3,Lamination,OVERLAY-,Lamination,400-Lamination,648,,648,0,Released,Sales Order #13657640DM,,.1
6/24/2026,12110520780WO,,LAARS Heating Systems Company DBA Electro Industries,UAI456A-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - TOP,3,Lamination,OVERLAY-,Lamination,400-Lamination,1080,,1080,0,Released,Sales Order #13657640DM,,.2
6/9/2026,12110520737WO,,Toro Company,164-3328-1700,"Timecutter, MyRide Decal RevA",4,Lamination,Laminate,Lamination,400-Lamination,288,,288,0,In Process,,,.2
6/22/2026,12110520758WO,,Kwik Trip,KT Lottery Notice 2up decal sheet-1600,"401190 3x3,2up,rmvwhtvnyl,4/0,1mlglssclrplylm,kss.thruscut,pkgbulk",2,Lamination,Laminating,Lamination,400-Lamination,600,,600,0,In Process,,,.3
6/22/2026,12110520765WO,,Kwik Trip,KT cappuccino tags 20up 2503 390329,"11.125x6.5carrier,2.5x1kiss-cut20up,subsrfce,whtflood,perm/remoadhsve,kisscut,pkgbulk",3,Lamination,Laminating,Lamination,400-Lamination,500,,500,0,In Process,,,.5
6/11/2026,12110520783WO,,Toro Company,114-8985-1700,"Control, Power Shovel Decal RevB",4,Lamination,Overlay,Lamination,400-Lamination,2750,,2750,0,Released,,,.4
6/18/2026,12110520812WO,,Evoqua Water Technologies LLC -MC-IMA065,W3T572610RevC-1550,CARBON TANK DATA LABEL;REF WTLABCARBDATA,3,Lamination,Laminating,Lamination,400-Lamination,192,,192,0,Released,Sales Order #13657655DM,,.2
6/16/2026,12110520814WO,,"JLG Industries, Inc.",1001122384-1334,"DECAL, LIGHT PANEL (PLATFORM)",3,Lamination,OVERLAY-,Lamination,400-Lamination,317,,317,0,In Process,,,.2
6/16/2026,12110520816WO,,"Federal Signal : Vactor Manufacturing, Inc.",512390Q-Rev2-1161,"LOGO, TRUVAC, NAME",3,Lamination,Laminate,Lamination,400-Lamination,64,,64,0,In Process,,,.4
6/16/2026,12110520816WO,,"Federal Signal : Vactor Manufacturing, Inc.",512390Q-Rev2-1161,"LOGO, TRUVAC, NAME",6,Lamination,Pre-Mask,Lamination,400-Lamination,64,,64,0,In Process,,,.4
6/26/2026,12110520870WO,,"JLG Industries, Inc. : JLG Warehouse 22",1001299534-1334,MPL TRANSITION DS,3,Lamination,Laminating,Lamination,400-Lamination,46,,46,0,Released,Sales Order #13657161DM,,.1
6/26/2026,12110520871WO,,Tennant North America,4032428-1695,"LABEL SHEET, OPERATIONAL [T500/E/SS500] 4032428 Rev00 LEGACY p/n: 1259659 Rev00",3,Lamination,Laminating,Lamination,400-Lamination,137,,137,0,Released,Sales Order #13657532DM,,.8
6/22/2026,12110520905WO,,"JLG Industries, Inc. : JLG Warehouse 1",1001169674-REV1-1334,"DECAL, JLG 100 X 285 MM RevD",3,Lamination,Laminating,Lamination,400-Lamination,79,,79,0,In Process,Sales Order #13657558DM,,.3
6/26/2026,12110520906WO,,"JLG Industries, Inc. : JLG Warehouse 222",1001173529-1334,"DECAL, PLATFORM DISPLAY (DUAL CAPACITY)",3,Lamination,OVERLAY-,Lamination,400-Lamination,8,,8,0,Released,Sales Order #13657614DM,,.1
6/18/2026,12110520919WO,,Tennant North America,4226003-1695,"LABEL, SHEET, INFO/HZRD [NA] 4226003 Rev03 LEGACY p/n: 1220962 Rev03",3,Lamination,OVERLAY-,Lamination,400-Lamination,1050,,1050,0,Released,Sales Order #13657440DM,,1
6/22/2026,12110520920WO,,"JLG Industries, Inc. : JLG Warehouse 1",1706306-REV1-1334,"DECAL,TIPOVER WARNING RevA",3,Lamination,Laminating,Lamination,400-Lamination,210,,210,0,Released,Sales Order #13657546DM,,.5
6/24/2026,12110520923WO,,LAARS Heating Systems Company DBA Electro Industries,UAW431-Rev1-1473,WIRING DECAL EMB-R*/M* BLK/WHT w/FRENCH RevD,3,Lamination,Laminating,Lamination,400-Lamination,264,,264,0,Released,Sales Order #13657529DM,,.3
6/9/2026,12110520925WO,,Seats : Columbia Vehicle Group,719435-02-1675,"LABEL, POWER, ON/OFF",3,Lamination,Laminating,Lamination,400-Lamination,48,,48,0,In Process,Sales Order #13657672DM,,.1
6/22/2026,12110520955WO,000285CO,Toro Company,105-9876-1700,Groundsmaster 4700-D Console Decal RevA,5,Lamination,Apply Pre-mask,Lamination,400-Lamination,175,,175,0,Released,,,.1
6/22/2026,12110520956WO,000285CO,Toro Company,125-2928-1700,RM 5410-D Decal RevB,5,Lamination,Apply Pre-mask,Lamination,400-Lamination,175,,175,0,Released,,,.1
6/22/2026,12110520957WO,000285CO,Toro Company,125-2929-1700,RM 5510-D Decal RevB,5,Lamination,Apply Pre-mask,Lamination,400-Lamination,350,,350,0,Released,,,.2
6/22/2026,12110520958WO,000285CO,Toro Company,127-8595-1700,RM 3555-D Decal RevA,5,Lamination,Apply Pre-mask,Lamination,400-Lamination,350,,350,0,Released,,,.2
6/22/2026,12110520959WO,000285CO,Toro Company,131-3309-1700,"Multipro, 5800G Decal RevA",5,Lamination,Apply Pre-mask,Lamination,400-Lamination,350,,350,0,Released,,,.2
6/22/2026,12110520960WO,000285CO,Toro Company,137-7827-RevA-1700,eTRIFLEX 3360 Decal RevA,5,Lamination,Apply Pre-mask,Lamination,400-Lamination,525,,525,0,Released,,,.3
6/30/2026,12110520953WO,,Toro Company,138-1117-1700,Pro Force Decal RevB,4,Lamination,Apply Premask,Lamination,400-Lamination,270,,270,0,Released,,,.2
6/22/2026,12110520961WO,,Toro Company,138-9470-1700,CE/UKCA Decal RevA,3,Lamination,Laminating,Lamination,400-Lamination,2520,,2520,0,In Process,,,.8
6/29/2026,12110520963WO,,Toro Company,140-4259-1700,Control Panel [KOH] Decal RevA,3,Lamination,Laminating,Lamination,400-Lamination,400,,400,0,Released,,,1.1
6/9/2026,12110520984WO,,Smarte Carte,128234 RevA-1680,"PNL, INSERT 1-99, LOCKER STATION, BLUE BACKGROUND, BLACK NUMBERS, 2024",2,Lamination,OVERLAY-,Lamination,400-Lamination,24,,24,0,Released,Sales Order #13657688DM,,.1
6/15/2026,12110520997WO,,Seats : Columbia Vehicle Group,760768-1675,"OVERLAY, DASHBOARD, BC, SEP EX, LED",3,Lamination,Laminating,Lamination,400-Lamination,32,,32,0,Released,Sales Order #13657663DM,,.1
6/9/2026,12110521000WO,,Smarte Carte,126879RevA-1680,"PNL, 1072 RTN, RS, LG, NULK-22",3,Lamination,Laminating,Lamination,400-Lamination,54,,54,0,In Process,Sales Order #13657704DM,,.2
6/9/2026,12110521013WO,,Smarte Carte,125497 RevA-1680,"PNL, KEYPAD, HENGDE, 3028",7,Lamination,Apply another material in scored area,Lamination,400-Lamination,228,,228,0,In Process,Sales Order #13657710DM,,1.2
6/25/2026,12110521021WO,,"Nonin Medical, Inc.",6069-000RevD-1474,"LABEL,PRODUCT FEATURE,PURESAT UL=SOURCEONE POLYCARBONATE- 468MP",3,Lamination,Laminating,Lamination,400-Lamination,550,,550,0,Released,Sales Order #13657719DM,,.1
6/9/2026,12110521051WO,,Toro Company : The Toro Company,163-9929-1700,Controls Decal Rev1,4,Lamination,Laminate,Lamination,400-Lamination,12,,12,0,In Process,,,.1
6/30/2026,12110521052WO,,Toro Company,163-4008-1700,"Panel Control, EVO MF Decal RevA",3,Lamination,Laminating,Lamination,400-Lamination,300,,300,0,Released,,,.6
6/23/2026,12110521069WO,,"Metalcraft of Mayville, WI, Inc.",487175-04-1610,"A-DECAL, ROPS SERIAL NO - STII",6,Lamination,Laminating,Lamination,400-Lamination,983,,983,0,In Process,Sales Order #13657439DM,,.3
6/30/2026,12110521055WO,,Toro Company,132-5067-1700,"Adjustment, Ride Decal RevA",3,Lamination,Laminating,Lamination,400-Lamination,600,,600,0,Released,,,.6
7/7/2026,12110521061WO,,Toro Company,146-4580-1700,Height Of Cut Decal RevA,3,Lamination,Laminating,Lamination,400-Lamination,3000,,3000,0,Released,,,1.6
6/24/2026,12110521093WO,,"PTS Products, Inc.",123491RevF-1662,Label; InSight Gateway ICGr,3,Lamination,Laminating,Lamination,400-Lamination,90,,90,0,Released,Sales Order #13657779DM,,.2
6/24/2026,12110521102WO,,LAARS Heating Systems Company DBA Electro Industries,UAI887-Rev1-1473,DECAL VERT INSTALL EM-M w/French RevA,3,Lamination,Laminating,Lamination,400-Lamination,640,,640,0,Released,Sales Order #13657529DM,,.2
6/24/2026,12110521103WO,,LAARS Heating Systems Company DBA Electro Industries,UAI883-Rev1-1473,Decal Hi CFM Adjust EM-MC/D/E/F/G w/French RevA,3,Lamination,Laminating,Lamination,400-Lamination,640,,640,0,Released,Sales Order #13657529DM,,.2
6/24/2026,12110521115WO,,Wagner Spray Tech Corporation,2486325-Rev1-1472,"LABEL, FRONT COVER, PL855",3,Lamination,OVERLAY-,Lamination,400-Lamination,30,,30,0,Released,Sales Order #13657307DM,,.1
6/11/2026,12110521270WO,,Toro Company : The Toro Company,164-0564-1700,Engine [BRIGGS 450 LAWNBOY] Decal RevA,3,Lamination,Overlay,Lamination,400-Lamination,192,,192,0,Released,,,.1
6/11/2026,12110521271WO,,Toro Company : The Toro Company,164-0563-1700,"Bumper, Lawnboy Decal RevA",3,Lamination,Overlay,Lamination,400-Lamination,192,,192,0,In Process,,,.1
6/30/2026,12110521306WO,,Toro Company,161-6283-1700,TC Havoc [SEAT] Decal RevA,3,Lamination,Laminating,Lamination,400-Lamination,3900,,3900,0,Released,,,1.6
6/30/2026,12110521307WO,,Toro Company,161-6284-1700,TC Havoc [MAX] Decal RevA,3,Lamination,Laminating,Lamination,400-Lamination,2800,,2800,0,Released,,,.8
6/24/2026,12110521312WO,,"Repnet, Inc.",CAPP77R1C White .125 PETG-1666,"CAPP Reflector Sign Assembly, 7'' x 7'',Rounded Corners, One 0.194'' Hole Centered",2,Lamination,OVERLAY-,Lamination,400-Lamination,3,,3,0,Released,Sales Order #13657778DM,,.1
6/23/2026,12110521345WO,,"Endries International, Inc.",74477-1548,DECAL - CAUTION,3,Lamination,Laminating,Lamination,400-Lamination,540,,540,0,In Process,Sales Order #13657633DM,,.2
6/23/2026,12110521346WO,,"Endries International, Inc.",07477-1548,SCALE - FEEDGATE OPENING,3,Lamination,Laminating,Lamination,400-Lamination,120,,120,0,In Process,Sales Order #13657633DM,,.2
6/23/2026,12110521348WO,,"Endries International, Inc.",52371-1548,"DECAL - WARNING, STAY CLEAR",3,Lamination,Laminating,Lamination,400-Lamination,150,,150,0,In Process,Sales Order #13657633DM,,.1
6/24/2026,12110521362WO,,LAARS Heating Systems Company DBA Electro Industries,UAI032-Rev1-1473,Decal HeatChoice Heater Status w/FRENCH RevG,3,Lamination,Apply another material in scored area,Lamination,400-Lamination,114,,114,0,In Process,Sales Order #13657529DM,,.5
6/25/2026,12110521363WO,,"JLG Industries, Inc. : JLG Warehouse 4",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",4,Lamination,OVERLAY-,Lamination,400-Lamination,5,,5,0,Released,Sales Order #13657846DM,,.1
6/12/2026,12110521373WO,,Evoqua Water Technologies LLC -MC-IMA065,W3T573118 RevE-1550,"LABEL,CWP HOT WARNING, SHT/45",2,Lamination,OVERLAY-,Lamination,400-Lamination,54,,54,0,Released,Sales Order #13657808DM,,.1
6/18/2026,12110521481WO,,Genie Industries,1283810GT-1001,DECAL Smart Link PROP LIFT STD GR/GS/UI Rev B TRX1283810 SAP#: 1000227315,7,Lamination,Apply SA to plates,Lamination,400-Lamination,3000,,3000,0,In Process,,,4.3
6/18/2026,12110521526WO,,Genie Industries : Genie Industries - Moses Lake,1336804GT-1001,"DECAL, COSMETIC, S-60J, 1190 X 333 MM",3,Lamination,Laminate Roll to Roll,Lamination,298-lamr2r,28,,28,0,Released,Sales Order #13657864DM,,0
6/24/2026,12110521634WO,,Schwing Bioset Inc.,30368994-1728,Decal - Bypass load - ANSI Z535-vert.,3,Lamination,"Apply another material in scored area., Laminating",Lamination,400-Lamination,12,,12,0,Released,Sales Order #13657889DM,,.4
6/29/2026,12110521658WO,,Genie Industries : Terex Global GmbH - Monterrey,1258174GT-1001,OVERSIZED LETTER KIT - White,3,Lamination,Laminating,Lamination,400-Lamination,199,,199,0,Released,Sales Order #13657479DM,,.2
6/29/2026,12110521659WO,,"Benchmark Electronics Phoenix, Inc. : Benchmark Electronics (Suzhou) Co Ltd",1283812GT-1001,1283812GT-1002 DECAL Smart Link Rev B TRX1283812 SAP#: 1000247144,6,Lamination,APPLYFRONT-,Lamination,400-Lamination,240,,240,0,Released,Sales Order #13657733DM,,.5
6/30/2026,12110521663WO,,Amphenol Cable and Interconnect Tech,A015-0542-1513,CPL290 overlay,4,Lamination,Apply another material in scored area,Lamination,400-Lamination,780,,780,0,Released,Sales Order #13657609DM,,.9
7/1/2026,12110521725WO,,"JLG Industries, Inc. : JLG Warehouse 222",1001108493-1334,"DECAL, LEGEND (PLF) (450A,450AJ,510AJ,600A,600S)",3,Lamination,OVERLAY-,Lamination,400-Lamination,950,,950,0,Released,Sales Order #13657315DM,,.6
7/1/2026,12110521726WO,,Syntegon : Syntegon Packaging Technology Inc.,8-170-029-293-1689,"LABEL- MIH PORT POWER, ADJ LVL Rev 00",3,Lamination,OVERLAY-,Lamination,400-Lamination,192,,192,0,Released,Sales Order #13657736DM,,.1
7/1/2026,12110521792WO,,Syntegon : Syntegon Packaging Technology Inc.,8-110-998-436-1689,DECAL-DISTILLED WATER ONLY,2,Lamination,OVERLAY-,Lamination,400-Lamination,294,,294,0,In Process,Sales Order #13657743DM,,.1
6/24/2026,12110521807WO,,LAARS Heating Systems Company DBA Electro Industries,UAI853-Rev3-1473,CIRC PUMP ORANGE WIRES DECAL,3,Lamination,OVERLAY-,Lamination,400-Lamination,640,,640,0,Released,Sales Order #13657529DM,,.2
6/10/2026,12110521819WO,,Toro Company,163-7570-Rev1-1700,"Compliance, ROPS Decal Rev2",2,Lamination,Overlay,Lamination,400-Lamination,288,,288,0,Released,,,.1
6/15/2026,12110521833WO,,Toro Company,145-5601-1700,Personal Pace Decal RevA,3,Lamination,Laminating,Lamination,400-Lamination,35000,,35000,0,In Process,,,8.9
6/15/2026,12110521843WO,,Toro Company,148-0467-1700,"Console, Keyswitch Decal RevA",3,Lamination,Laminating,Lamination,400-Lamination,540,,540,0,Released,,,.3
6/15/2026,12110521845WO,,Toro Company,139-2388-1700,Smart Speed Decal RevA,3,Lamination,Laminating,Lamination,400-Lamination,4400,4400,8800,0,In Process,,,1.1
6/17/2026,12110521863WO,,Axon Enterprise Inc.,101787-1502,"LABEL, VIDEO & Audio Set, Yellow Body 4 previously know as MLB0439",2,Lamination,Laminating,Lamination,400-Lamination,1120,,1120,0,In Process,Sales Order #13657043DM,,.2
7/1/2026,12110521866WO,,Viking Drill & Tool,V0011 NORSEMAN LABEL-1720,1/4-1 LABEL,3,Lamination,Laminating,Lamination,400-Lamination,2647,,2647,0,Released,Sales Order #13657943DM,,3.4
6/8/2026,12110521867WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50080370-1023,"DECAL, BUSH HOG 4.52x29.7 REFLECTIVE",4,Lamination,Laminating,Lamination,400-Lamination,3545,,3545,0,Released,Sales Order #13657998DM,,4.5
6/8/2026,12110521869WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50082839-1386,MODEL DECAL 4115 - REFLECTIVE,4,Lamination,Laminating,Lamination,400-Lamination,204,,204,0,Released,Sales Order #13657998DM,,.4
6/8/2026,12110521870WO,,Alamo Group Inc - IL : Alamo Group AG Americas LLC (FKA:  Bush Hog LLC),50083500-1386,MODEL DECAL 4110 - REFLECTIVE,4,Lamination,OVERLAY-,Lamination,400-Lamination,20,,20,0,Released,Sales Order #13657998DM,,.1
7/1/2026,12110521871WO,,"Power Systems, LLC",PS-00872-ELB-01-1652,Cimline MACRO Remote Label RevA,2,Lamination,OVERLAY-,Lamination,400-Lamination,27,,27,0,Released,Sales Order #13658000DM,,.1
7/1/2026,12110521872WO,,"Power Systems, LLC",PS-01929-ELB-10 Rev1-1652,TD110C - Mud Dog - Back Label,3,Lamination,Laminating,Lamination,400-Lamination,10,,10,0,Released,Sales Order #13658000DM,,.1
